"No.","Time","Source","Destination","Protocol","Length","Info"
"23258","620.318297","3.94.218.138","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58124 [ACK] Seq=1 Ack=2 Win=249 Len=0"
"23259","620.839125","192.168.75.216","58.251.106.185","TCP","54","[TCP Retransmission] 58332  >  443 [FIN, ACK] Seq=975 Ack=61 Win=65476 Len=0"
"23260","620.843406","58.251.106.185","192.168.75.216","TCP","54","443  >  58332 [ACK] Seq=61 Ack=976 Win=5152 Len=0"
"23263","620.909089","58.251.106.185","192.168.75.216","TCP","54","[TCP Dup ACK 23260#1] 443  >  58332 [ACK] Seq=61 Ack=976 Win=5152 Len=0"
"23291","620.971722","192.168.75.216","124.156.190.4","TCP","66","58336  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"23342","621.087434","124.156.190.4","192.168.75.216","TCP","66","80  >  58336 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23344","621.087624","192.168.75.216","124.156.190.4","TCP","54","58336  >  80 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"23345","621.087772","192.168.75.216","124.156.190.4","HTTP","168","GET /downloads/xml/ConfigFileInfo.xml HTTP/1.1 "
"23478","621.267532","124.156.190.4","192.168.75.216","TCP","54","80  >  58336 [ACK] Seq=1 Ack=115 Win=4288 Len=0"
"23764","621.336462","124.156.190.4","192.168.75.216","HTTP/XML","1401","HTTP/1.1 200 OK "
"23765","621.337573","192.168.75.216","124.156.190.4","TCP","54","58336  >  80 [FIN, ACK] Seq=115 Ack=1348 Win=64256 Len=0"
"23843","621.386341","124.156.190.4","192.168.75.216","TCP","54","80  >  58336 [ACK] Seq=1348 Ack=116 Win=4288 Len=0"
"23846","621.551051","192.168.75.216","58.251.106.185","TCP","66","58337  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23847","621.555000","124.156.190.4","192.168.75.216","TCP","54","80  >  58336 [FIN, ACK] Seq=1348 Ack=116 Win=4288 Len=0"
"23848","621.555127","192.168.75.216","124.156.190.4","TCP","54","58336  >  80 [ACK] Seq=116 Ack=1349 Win=64256 Len=0"
"23849","621.637434","192.168.75.216","101.33.47.206","TCP","66","58338  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23851","621.998336","58.251.106.185","192.168.75.216","TCP","66","443  >  58337 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23852","621.998336","101.33.47.206","192.168.75.216","TCP","66","8081  >  58338 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23853","621.998599","192.168.75.216","58.251.106.185","TCP","54","58337  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"23854","621.998627","192.168.75.216","58.251.106.185","TCP","448","58337  >  443 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=394 [TCP segment of a reassembled PDU]"
"23855","621.998665","192.168.75.216","101.33.47.206","TCP","1201","58338  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1147"
"23856","621.998742","192.168.75.216","101.33.47.206","TCP","54","58338  >  8081 [FIN, ACK] Seq=1148 Ack=1 Win=65536 Len=0"
"23857","621.998793","58.251.106.185","192.168.75.216","TCP","54","443  >  58332 [FIN, ACK] Seq=61 Ack=976 Win=5152 Len=0"
"23858","621.998866","192.168.75.216","58.251.106.185","TCP","54","58332  >  443 [ACK] Seq=976 Ack=62 Win=65476 Len=0"
"23859","622.198745","58.251.106.185","192.168.75.216","TCP","54","443  >  58337 [ACK] Seq=1 Ack=395 Win=4576 Len=0"
"23860","622.198745","101.33.47.206","192.168.75.216","TCP","54","8081  >  58338 [ACK] Seq=1 Ack=1148 Win=5344 Len=0"
"23861","622.198925","101.33.47.206","192.168.75.216","TCP","276","8081  >  58338 [PSH, ACK] Seq=1 Ack=1148 Win=5344 Len=222"
"23862","622.198925","101.33.47.206","192.168.75.216","TCP","54","8081  >  58338 [FIN, ACK] Seq=223 Ack=1148 Win=5344 Len=0"
"23864","622.199009","192.168.75.216","101.33.47.206","TCP","54","58338  >  8081 [ACK] Seq=1149 Ack=224 Win=65314 Len=0"
"23868","622.267767","192.168.75.216","101.33.47.206","TCP","66","58339  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23869","622.267767","192.168.75.216","101.33.47.206","TCP","66","58340  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23871","622.275130","192.168.75.216","150.109.28.234","TCP","66","58341  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"23874","622.732263","101.33.47.206","192.168.75.216","TCP","66","8081  >  58339 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23875","622.732263","101.33.47.206","192.168.75.216","TCP","66","8081  >  58340 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23876","622.732495","192.168.75.216","101.33.47.206","TCP","54","58339  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"23877","622.732519","192.168.75.216","101.33.47.206","TCP","1153","58339  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1099"
"23878","622.732535","192.168.75.216","101.33.47.206","TCP","1153","58340  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1099"
"23879","622.732573","192.168.75.216","101.33.47.206","TCP","54","58339  >  8081 [FIN, ACK] Seq=1100 Ack=1 Win=65536 Len=0"
"23880","622.732594","192.168.75.216","101.33.47.206","TCP","54","58340  >  8081 [FIN, ACK] Seq=1100 Ack=1 Win=65536 Len=0"
"23881","622.732947","150.109.28.234","192.168.75.216","TCP","66","443  >  58341 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23884","622.733063","192.168.75.216","150.109.28.234","TCP","54","58341  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"23885","622.733623","192.168.75.216","150.109.28.234","TLSv1.2","251","Client Hello"
"23886","622.879564","192.168.75.216","101.33.47.206","TCP","66","58342  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23887","622.882040","192.168.75.216","101.33.47.206","TCP","66","58343  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23888","622.885523","101.33.47.206","192.168.75.216","TCP","54","8081  >  58339 [ACK] Seq=1 Ack=1100 Win=5280 Len=0"
"23889","622.885523","150.109.28.234","192.168.75.216","TCP","54","443  >  58341 [ACK] Seq=1 Ack=198 Win=4384 Len=0"
"23890","622.885685","150.109.28.234","192.168.75.216","TLSv1.2","1446","Server Hello"
"23891","622.885685","150.109.28.234","192.168.75.216","TCP","1446","443  >  58341 [ACK] Seq=1393 Ack=198 Win=4384 Len=1392 [TCP segment of a reassembled PDU]"
"23892","622.885685","150.109.28.234","192.168.75.216","TLSv1.2","793","Certificate, Server Key Exchange, Server Hello Done"
"23893","622.885685","101.33.47.206","192.168.75.216","TCP","276","8081  >  58339 [PSH, ACK] Seq=1 Ack=1100 Win=5280 Len=222"
"23894","622.885685","101.33.47.206","192.168.75.216","TCP","54","8081  >  58339 [FIN, ACK] Seq=223 Ack=1100 Win=5280 Len=0"
"23895","622.885685","58.251.106.185","192.168.75.216","TCP","74","443  >  58337 [PSH, ACK] Seq=1 Ack=395 Win=4576 Len=20 [TCP segment of a reassembled PDU]"
"23896","622.885860","192.168.75.216","150.109.28.234","TCP","54","58341  >  443 [ACK] Seq=198 Ack=3524 Win=65792 Len=0"
"23897","622.886016","192.168.75.216","101.33.47.206","TCP","54","58339  >  8081 [ACK] Seq=1101 Ack=224 Win=65314 Len=0"
"23898","622.886211","192.168.75.216","58.251.106.185","TCP","392","58337  >  443 [PSH, ACK] Seq=395 Ack=21 Win=65516 Len=338 [TCP segment of a reassembled PDU]"
"23899","622.886245","101.33.47.206","192.168.75.216","TCP","54","8081  >  58340 [ACK] Seq=1 Ack=1100 Win=5280 Len=0"
"23900","622.887145","101.33.47.206","192.168.75.216","TCP","276","8081  >  58340 [PSH, ACK] Seq=1 Ack=1100 Win=5280 Len=222"
"23901","622.887145","101.33.47.206","192.168.75.216","TCP","54","8081  >  58340 [FIN, ACK] Seq=223 Ack=1100 Win=5280 Len=0"
"23902","622.887323","192.168.75.216","101.33.47.206","TCP","54","58340  >  8081 [ACK] Seq=1101 Ack=224 Win=65314 Len=0"
"23903","622.901413","192.168.75.216","150.109.28.234","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"23906","623.091097","101.33.47.206","192.168.75.216","TCP","66","8081  >  58342 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23907","623.091097","101.33.47.206","192.168.75.216","TCP","66","8081  >  58343 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23908","623.091097","58.251.106.185","192.168.75.216","TCP","54","443  >  58337 [ACK] Seq=21 Ack=733 Win=4928 Len=0"
"23909","623.091097","150.109.28.234","192.168.75.216","TCP","54","443  >  58341 [ACK] Seq=3524 Ack=291 Win=4480 Len=0"
"23910","623.091097","150.109.28.234","192.168.75.216","TLSv1.2","328","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"23911","623.091392","192.168.75.216","101.33.47.206","TCP","1137","58342  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1083"
"23912","623.091507","192.168.75.216","101.33.47.206","TCP","1121","58343  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1067"
"23913","623.091546","192.168.75.216","101.33.47.206","TCP","54","58342  >  8081 [FIN, ACK] Seq=1084 Ack=1 Win=65536 Len=0"
"23914","623.091622","192.168.75.216","101.33.47.206","TCP","54","58343  >  8081 [FIN, ACK] Seq=1068 Ack=1 Win=65536 Len=0"
"23915","623.092662","192.168.75.216","150.109.28.234","TLSv1.2","1027","Application Data"
"23916","623.152557","150.109.28.234","192.168.75.216","TCP","54","443  >  58341 [ACK] Seq=3798 Ack=1264 Win=5440 Len=0"
"23917","623.165262","101.33.47.206","192.168.75.216","TCP","54","8081  >  58342 [ACK] Seq=1 Ack=1084 Win=5280 Len=0"
"23918","623.176622","101.33.47.206","192.168.75.216","TCP","54","8081  >  58343 [ACK] Seq=1 Ack=1068 Win=5248 Len=0"
"23919","623.176622","101.33.47.206","192.168.75.216","TCP","276","8081  >  58342 [PSH, ACK] Seq=1 Ack=1084 Win=5280 Len=222"
"23920","623.176787","101.33.47.206","192.168.75.216","TCP","54","8081  >  58342 [FIN, ACK] Seq=223 Ack=1084 Win=5280 Len=0"
"23921","623.176840","192.168.75.216","101.33.47.206","TCP","54","58342  >  8081 [ACK] Seq=1085 Ack=224 Win=65314 Len=0"
"23922","623.195902","101.33.47.206","192.168.75.216","TCP","276","8081  >  58343 [PSH, ACK] Seq=1 Ack=1068 Win=5248 Len=222"
"23923","623.195902","101.33.47.206","192.168.75.216","TCP","54","8081  >  58343 [FIN, ACK] Seq=223 Ack=1068 Win=5248 Len=0"
"23924","623.196055","192.168.75.216","101.33.47.206","TCP","54","58343  >  8081 [ACK] Seq=1069 Ack=224 Win=65314 Len=0"
"23925","623.223342","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58338  >  8081 [FIN, ACK] Seq=1148 Ack=224 Win=65314 Len=0"
"23926","623.235115","150.109.28.234","192.168.75.216","TLSv1.2","347","Application Data"
"23927","623.235867","192.168.75.216","150.109.28.234","TLSv1.2","85","Encrypted Alert"
"23928","623.236100","192.168.75.216","150.109.28.234","TCP","54","58341  >  443 [FIN, ACK] Seq=1295 Ack=4091 Win=65024 Len=0"
"23929","623.259737","192.168.75.216","150.109.28.234","TCP","66","58344  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"23930","623.271997","101.33.47.206","192.168.75.216","TCP","54","8081  >  58338 [ACK] Seq=224 Ack=1149 Win=5344 Len=0"
"23931","623.277733","150.109.28.234","192.168.75.216","TCP","54","[TCP Dup ACK 23916#1] 443  >  58341 [ACK] Seq=4091 Ack=1264 Win=5440 Len=0"
"23932","623.277733","150.109.28.234","192.168.75.216","TCP","54","443  >  58341 [ACK] Seq=4091 Ack=1296 Win=5472 Len=0"
"23933","623.283989","150.109.28.234","192.168.75.216","TCP","54","443  >  58341 [FIN, ACK] Seq=4091 Ack=1296 Win=5472 Len=0"
"23934","623.284139","192.168.75.216","150.109.28.234","TCP","54","58341  >  443 [ACK] Seq=1296 Ack=4092 Win=65024 Len=0"
"23935","623.305024","150.109.28.234","192.168.75.216","TCP","66","443  >  58344 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23936","623.305194","192.168.75.216","150.109.28.234","TCP","54","58344  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"23937","623.305775","192.168.75.216","150.109.28.234","TLSv1.2","251","Client Hello"
"23938","623.361897","150.109.28.234","192.168.75.216","TCP","54","443  >  58344 [ACK] Seq=1 Ack=198 Win=4384 Len=0"
"23939","623.381150","150.109.28.234","192.168.75.216","TLSv1.2","1446","Server Hello"
"23940","623.381150","150.109.28.234","192.168.75.216","TCP","1446","443  >  58344 [ACK] Seq=1393 Ack=198 Win=4384 Len=1392 [TCP segment of a reassembled PDU]"
"23941","623.381311","192.168.75.216","150.109.28.234","TCP","54","58344  >  443 [ACK] Seq=198 Ack=2785 Win=65792 Len=0"
"23942","623.381454","150.109.28.234","192.168.75.216","TLSv1.2","793","Certificate, Server Key Exchange, Server Hello Done"
"23943","623.384226","192.168.75.216","150.109.28.234","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"23944","623.439058","150.109.28.234","192.168.75.216","TCP","54","443  >  58344 [ACK] Seq=3524 Ack=291 Win=4480 Len=0"
"23945","623.451364","150.109.28.234","192.168.75.216","TLSv1.2","328","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"23946","623.452202","192.168.75.216","150.109.28.234","TLSv1.2","1027","Application Data"
"23947","623.497015","192.168.75.216","101.33.47.206","TCP","66","58345  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23948","623.519829","150.109.28.234","192.168.75.216","TCP","54","443  >  58344 [ACK] Seq=3798 Ack=1264 Win=5440 Len=0"
"23949","623.542825","101.33.47.206","192.168.75.216","TCP","66","8081  >  58345 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23950","623.543035","192.168.75.216","101.33.47.206","TCP","54","58345  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"23951","623.543096","192.168.75.216","101.33.47.206","TCP","1105","58345  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1051"
"23952","623.543140","192.168.75.216","101.33.47.206","TCP","54","58345  >  8081 [FIN, ACK] Seq=1052 Ack=1 Win=65536 Len=0"
"23953","623.606073","150.109.28.234","192.168.75.216","TLSv1.2","347","Application Data"
"23954","623.606746","192.168.75.216","150.109.28.234","TLSv1.2","85","Encrypted Alert"
"23955","623.606985","192.168.75.216","150.109.28.234","TCP","54","58344  >  443 [FIN, ACK] Seq=1295 Ack=4091 Win=64256 Len=0"
"23956","623.622293","101.33.47.206","192.168.75.216","TCP","54","8081  >  58345 [ACK] Seq=1 Ack=1052 Win=5248 Len=0"
"23957","623.641071","150.109.28.234","192.168.75.216","TCP","54","[TCP Dup ACK 23948#1] 443  >  58344 [ACK] Seq=4091 Ack=1264 Win=5440 Len=0"
"23958","623.641071","150.109.28.234","192.168.75.216","TCP","54","443  >  58344 [ACK] Seq=4091 Ack=1296 Win=5472 Len=0"
"23959","623.641236","101.33.47.206","192.168.75.216","TCP","276","8081  >  58345 [PSH, ACK] Seq=1 Ack=1052 Win=5248 Len=222"
"23960","623.646664","101.33.47.206","192.168.75.216","TCP","54","8081  >  58345 [FIN, ACK] Seq=223 Ack=1052 Win=5248 Len=0"
"23961","623.646725","192.168.75.216","101.33.47.206","TCP","54","58345  >  8081 [ACK] Seq=1053 Ack=224 Win=65314 Len=0"
"23962","623.653163","150.109.28.234","192.168.75.216","TCP","54","443  >  58344 [FIN, ACK] Seq=4091 Ack=1296 Win=5472 Len=0"
"23963","623.653293","192.168.75.216","150.109.28.234","TCP","54","58344  >  443 [ACK] Seq=1296 Ack=4092 Win=64256 Len=0"
"23964","623.803153","192.168.75.216","101.33.47.206","TCP","66","58347  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23965","623.803152","192.168.75.216","101.33.47.206","TCP","66","58346  >  8081 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=2 SACK_PERM=1"
"23966","623.809383","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58343  >  8081 [FIN, ACK] Seq=1068 Ack=224 Win=65314 Len=0"
"23967","623.809397","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58342  >  8081 [FIN, ACK] Seq=1084 Ack=224 Win=65314 Len=0"
"23968","623.871166","101.33.47.206","192.168.75.216","TCP","54","8081  >  58343 [ACK] Seq=224 Ack=1069 Win=5248 Len=0"
"23969","623.876345","101.33.47.206","192.168.75.216","TCP","66","8081  >  58347 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23970","623.876484","192.168.75.216","101.33.47.206","TCP","54","58347  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"23971","623.876646","192.168.75.216","101.33.47.206","TCP","1105","58347  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1051"
"23972","623.876737","192.168.75.216","101.33.47.206","TCP","54","58347  >  8081 [FIN, ACK] Seq=1052 Ack=1 Win=65536 Len=0"
"23973","623.882534","101.33.47.206","192.168.75.216","TCP","66","8081  >  58346 [SYN, ACK] Seq=0 Ack=1 Win=4200 Len=0 MSS=1400 WS=32 SACK_PERM=1"
"23974","623.882746","192.168.75.216","101.33.47.206","TCP","54","58346  >  8081 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"23975","623.882825","192.168.75.216","101.33.47.206","TCP","1249","58346  >  8081 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=1195"
"23976","623.882923","192.168.75.216","101.33.47.206","TCP","54","58346  >  8081 [FIN, ACK] Seq=1196 Ack=1 Win=65536 Len=0"
"23977","623.888589","101.33.47.206","192.168.75.216","TCP","54","8081  >  58342 [ACK] Seq=224 Ack=1085 Win=5280 Len=0"
"23978","623.925410","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58345  >  8081 [FIN, ACK] Seq=1052 Ack=224 Win=65314 Len=0"
"23979","623.951505","101.33.47.206","192.168.75.216","TCP","54","8081  >  58347 [ACK] Seq=1 Ack=1052 Win=5248 Len=0"
"23980","623.957049","101.33.47.206","192.168.75.216","TCP","54","8081  >  58346 [ACK] Seq=1 Ack=1196 Win=5376 Len=0"
"23981","623.957049","101.33.47.206","192.168.75.216","TCP","54","8081  >  58345 [ACK] Seq=224 Ack=1053 Win=5248 Len=0"
"23982","623.976753","101.33.47.206","192.168.75.216","TCP","276","8081  >  58346 [PSH, ACK] Seq=1 Ack=1196 Win=5376 Len=222"
"23983","623.976753","101.33.47.206","192.168.75.216","TCP","54","8081  >  58346 [FIN, ACK] Seq=223 Ack=1196 Win=5376 Len=0"
"23984","623.976910","192.168.75.216","101.33.47.206","TCP","54","58346  >  8081 [ACK] Seq=1197 Ack=224 Win=65314 Len=0"
"23985","623.981589","101.33.47.206","192.168.75.216","TCP","276","8081  >  58347 [PSH, ACK] Seq=1 Ack=1052 Win=5248 Len=222"
"23986","623.981589","101.33.47.206","192.168.75.216","TCP","54","8081  >  58347 [FIN, ACK] Seq=223 Ack=1052 Win=5248 Len=0"
"23987","623.981760","192.168.75.216","101.33.47.206","TCP","54","58347  >  8081 [ACK] Seq=1053 Ack=224 Win=65314 Len=0"
"23988","624.258025","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58347  >  8081 [FIN, ACK] Seq=1052 Ack=224 Win=65314 Len=0"
"23989","624.258025","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58346  >  8081 [FIN, ACK] Seq=1196 Ack=224 Win=65314 Len=0"
"23990","624.290029","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58340  >  8081 [FIN, ACK] Seq=1100 Ack=224 Win=65314 Len=0"
"23991","624.290059","192.168.75.216","101.33.47.206","TCP","54","[TCP Retransmission] 58339  >  8081 [FIN, ACK] Seq=1100 Ack=224 Win=65314 Len=0"
"23992","624.319602","101.33.47.206","192.168.75.216","TCP","54","8081  >  58347 [ACK] Seq=224 Ack=1053 Win=5248 Len=0"
"23993","624.334689","101.33.47.206","192.168.75.216","TCP","54","8081  >  58346 [ACK] Seq=224 Ack=1197 Win=5376 Len=0"
"23994","624.334689","101.33.47.206","192.168.75.216","TCP","54","8081  >  58340 [ACK] Seq=224 Ack=1101 Win=5280 Len=0"
"23995","624.359131","101.33.47.206","192.168.75.216","TCP","54","8081  >  58339 [ACK] Seq=224 Ack=1101 Win=5280 Len=0"
"23996","624.359131","58.251.106.185","192.168.75.216","TCP","74","443  >  58337 [PSH, ACK] Seq=21 Ack=733 Win=4928 Len=20 [TCP segment of a reassembled PDU]"
"23997","624.359409","192.168.75.216","58.251.106.185","TCP","456","58337  >  443 [PSH, ACK] Seq=733 Ack=41 Win=65496 Len=402 [TCP segment of a reassembled PDU]"
"23998","624.395645","58.251.106.185","192.168.75.216","TCP","54","443  >  58337 [ACK] Seq=41 Ack=1135 Win=5312 Len=0"
"23999","624.701895","192.168.75.216","34.193.113.164","TCP","55","[TCP Keep-Alive] 58125  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"24000","624.745204","34.193.113.164","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58125 [ACK] Seq=1 Ack=2 Win=320 Len=0"
"24001","624.800755","58.251.106.185","192.168.75.216","TCP","74","443  >  58337 [PSH, ACK] Seq=41 Ack=1135 Win=5312 Len=20 [TCP segment of a reassembled PDU]"
"24002","624.800985","192.168.75.216","58.251.106.185","TCP","384","58337  >  443 [PSH, ACK] Seq=1135 Ack=61 Win=65476 Len=330 [TCP segment of a reassembled PDU]"
